category_class	label	harrisons_view	matrix_txgnn_grouping	mondo_top_grouping
MONDO:0026730	Basilicata-Akhtar syndrome	syndromic_disease	other	syndromic_disease
MONDO:0026731	hypothyroidism, congenital, nongoitrous, 8	hereditary_disease|endocrine_system_disorder	endocrine_system_disorder	endocrine_system_disorder|hereditary_disease
MONDO:0026732	hypothyroidism, congenital, nongoitrous, 9	hereditary_disease|endocrine_system_disorder	endocrine_system_disorder	endocrine_system_disorder|hereditary_disease
MONDO:0026733	intellectual developmental disorder, X-linked, syndromic, Hackmann-Di Donato type	hereditary_disease|syndromic_disease	psychiatric_disorder	syndromic_disease|hereditary_disease|psychiatric_disorder|nervous_system_disorder
MONDO:0026762	Wieacker-Wolff syndrome, female-restricted	disorder_of_development_or_morphogenesis|hereditary_disease	other	musculoskeletal_system_disorder|hereditary_disease|disorder_of_development_or_morphogenesis
MONDO:0026763	holoprosencephaly 13, X-linked	disorder_of_development_or_morphogenesis|endocrine_system_disorder|hereditary_disease|syndromic_disease	endocrine_system_disorder	nervous_system_disorder|hereditary_disease|disorder_of_development_or_morphogenesis|syndromic_disease|endocrine_system_disorder
MONDO:0026765	congenital disorder of glycosylation, type IIr	hereditary_disease|metabolic_disease	metabolic_disease	hereditary_disease|metabolic_disease
MONDO:0026767	immunodeficiency 74, COVID-19-related, X-linked	hereditary_disease	other	hereditary_disease|immune_system_disorder
MONDO:0026771	developmental and epileptic encephalopathy, 85, with or without midline brain defects	hereditary_disease	other	hereditary_disease|nervous_system_disorder
MONDO:0026777	VEXAS syndrome	syndromic_disease|hereditary_disease	other	hereditary_disease|connective_tissue_disorder|syndromic_disease
MONDO:0027026	Buschke Lowenstein tumor	cancer_or_benign_tumor	infectious_disease|cancer_or_benign_tumor	infectious_disease|reproductive_system_disorder|cancer_or_benign_tumor
MONDO:0027029	HHV-6 encephalitis	inflammatory_disease	infectious_disease	acute_disease|infectious_disease|inflammatory_disease|nervous_system_disorder
MONDO:0027048	deafness, Y-linked 2	hereditary_disease	psychiatric_disorder	auditory_system_disorder|psychiatric_disorder|nervous_system_disorder|hereditary_disease
MONDO:0027068	mitochondrial complex 1 deficiency, mitochondrial type 1	disorder_of_development_or_morphogenesis|metabolic_disease|hereditary_disease	metabolic_disease	disorder_of_development_or_morphogenesis|metabolic_disease|mitochondrial_disease|hereditary_disease
MONDO:0027069	mitochondrial complex 5 (ATP synthase) deficiency, mitochondrial type 1	disorder_of_development_or_morphogenesis|metabolic_disease|hereditary_disease	metabolic_disease	disorder_of_development_or_morphogenesis|metabolic_disease|mitochondrial_disease|hereditary_disease
MONDO:0027091	xanthogranulomatous sialadenitis	inflammatory_disease	other	inflammatory_disease|immune_system_disorder|mouth_disorder
MONDO:0027353	autosomal recessive dyskeratosis congenita 4	syndromic_disease|hereditary_disease|cancer_or_benign_tumor	cancer_or_benign_tumor	syndromic_disease|cancer_or_benign_tumor|integumentary_system_disorder|hereditary_disease
MONDO:0027407	Kleefstra syndrome 1	hereditary_disease|disorder_of_development_or_morphogenesis	other	hereditary_disease|disorder_of_development_or_morphogenesis
MONDO:0027451	autosomal recessive cutis laxa type 2D	metabolic_disease|disorder_of_development_or_morphogenesis|hereditary_disease	metabolic_disease	disorder_of_visual_system|integumentary_system_disorder|musculoskeletal_system_disorder|metabolic_disease|disorder_of_development_or_morphogenesis|disorder_of_orbital_region|hereditary_disease
MONDO:0027462	autosomal recessive cutis laxa type 2C	hereditary_disease|disorder_of_development_or_morphogenesis|metabolic_disease	metabolic_disease	disorder_of_visual_system|metabolic_disease|disorder_of_development_or_morphogenesis|integumentary_system_disorder|musculoskeletal_system_disorder|hereditary_disease|disorder_of_orbital_region
MONDO:0027652	5-fluorouracil toxicity	poisoning	other	poisoning
MONDO:0027653	abacavir toxicity	poisoning	other	poisoning
MONDO:0027655	allopurinol toxicity	poisoning	other	poisoning
MONDO:0027664	cisplatin toxicity	poisoning	other	poisoning
MONDO:0027666	codeine toxicity	poisoning	other	poisoning
MONDO:0027667	efavirenz toxicity	poisoning	other	poisoning
MONDO:0027668	flucloxacilline toxicity	poisoning	other	poisoning
MONDO:0027675	irinotecan toxicity	poisoning	other	poisoning
MONDO:0027676	congenital anomalies of kidney and urinary tract 2	disorder_of_development_or_morphogenesis|hereditary_disease	other	urinary_system_disorder|disorder_of_development_or_morphogenesis|hereditary_disease
MONDO:0027677	isoniazid toxicity	poisoning	other	poisoning
MONDO:0027687	raltegravir toxicity	poisoning	other	poisoning
MONDO:0027694	amyotrophic lateral sclerosis type 23	hereditary_disease	neurodegenerative_disease	nervous_system_disorder|hereditary_disease
MONDO:0027696	voriconazole toxicity	poisoning	other	poisoning
MONDO:0027749	serpinopathy	hereditary_disease	other	hereditary_disease
MONDO:0027766	generalized lipodystrophy	metabolic_disease	metabolic_disease	metabolic_disease|integumentary_system_disorder
MONDO:0027767	partial lipodystrophy	metabolic_disease	metabolic_disease	metabolic_disease|integumentary_system_disorder
MONDO:0027772	lung colloid adenocarcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	respiratory_system_disorder|cancer_or_benign_tumor
MONDO:0028226	autosomal recessive severe congenital neutropenia	hereditary_disease	other	hereditary_disease|immune_system_disorder|hematologic_disorder
MONDO:0029000	poisoning		other	
MONDO:0029130	polydactyly, postaxial, type A8	disorder_of_development_or_morphogenesis|hereditary_disease	other	disorder_of_development_or_morphogenesis|musculoskeletal_system_disorder|hereditary_disease
MONDO:0029131	peripheral neuropathy, autosomal recessive, with or without impaired intellectual development	hereditary_disease	other	hereditary_disease
MONDO:0029132	Liddle syndrome 3	syndromic_disease|hereditary_disease	other	urinary_system_disorder|hereditary_disease|syndromic_disease
MONDO:0029133	muscular dystrophy, limb-girdle, autosomal dominant 4	hereditary_disease	other	hereditary_disease|nervous_system_disorder|musculoskeletal_system_disorder
MONDO:0029134	severe combined immunodeficiency due to CARMIL2 deficiency	hereditary_disease	other	hereditary_disease|immune_system_disorder
MONDO:0029135	muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 8	metabolic_disease|hereditary_disease	metabolic_disease	musculoskeletal_system_disorder|nervous_system_disorder|hereditary_disease|metabolic_disease
MONDO:0029136	muscular dystrophy, limb-girdle, autosomal recessive 23	hereditary_disease	other	musculoskeletal_system_disorder|nervous_system_disorder|hereditary_disease
MONDO:0029137	hearing loss, autosomal dominant 74	hereditary_disease	psychiatric_disorder	auditory_system_disorder|psychiatric_disorder|nervous_system_disorder|hereditary_disease
MONDO:0029138	developmental and epileptic encephalopathy, 67	hereditary_disease	other	nervous_system_disorder|hereditary_disease
MONDO:0029140	glycosylphosphatidylinositol biosynthesis defect 18	hereditary_disease|metabolic_disease	metabolic_disease	metabolic_disease|hereditary_disease
MONDO:0029141	Usher syndrome, type 4	syndromic_disease|hereditary_disease	other	hereditary_disease|syndromic_disease
MONDO:0029142	hearing loss, autosomal recessive 111	hereditary_disease	psychiatric_disorder	auditory_system_disorder|psychiatric_disorder|hereditary_disease|nervous_system_disorder
MONDO:0029143	intellectual developmental disorder with hypertelorism and distinctive facies	hereditary_disease	other	hereditary_disease
MONDO:0029144	extraoral halitosis due to methanethiol oxidase deficiency	hereditary_disease	other	hereditary_disease
MONDO:0029145	orofacial cleft 8	hereditary_disease	other	hereditary_disease|musculoskeletal_system_disorder
MONDO:0029147	spermatogenic failure 33	hereditary_disease	other	reproductive_system_disorder|hereditary_disease
MONDO:0029148	spermatogenic failure 34	hereditary_disease	other	reproductive_system_disorder|hereditary_disease
MONDO:0029465	intellectual developmental disorder, autosomal dominant 69	hereditary_disease	psychiatric_disorder	hereditary_disease|nervous_system_disorder|psychiatric_disorder
MONDO:0030005	epilepsy, early-onset, with or without developmental delay	hereditary_disease	other	hereditary_disease
MONDO:0030006	combined oxidative phosphorylation deficiency 40	hereditary_disease|disorder_of_development_or_morphogenesis|metabolic_disease	metabolic_disease	disorder_of_development_or_morphogenesis|metabolic_disease|hereditary_disease|mitochondrial_disease
MONDO:0030007	combined oxidative phosphorylation deficiency 41	hereditary_disease|disorder_of_development_or_morphogenesis|metabolic_disease	metabolic_disease	disorder_of_development_or_morphogenesis|metabolic_disease|hereditary_disease|mitochondrial_disease
MONDO:0030008	combined oxidative phosphorylation deficiency 42	hereditary_disease|disorder_of_development_or_morphogenesis|metabolic_disease	metabolic_disease	metabolic_disease|hereditary_disease|mitochondrial_disease|disorder_of_development_or_morphogenesis
MONDO:0030009	alopecia-intellectual disability syndrome 4	hereditary_disease|syndromic_disease	other	syndromic_disease|hereditary_disease
MONDO:0030010	hypogonadotropic hypogonadism 25 with anosmia	endocrine_system_disorder|hereditary_disease	endocrine_system_disorder	endocrine_system_disorder|hereditary_disease|reproductive_system_disorder
MONDO:0030012	Diets-Jongmans syndrome	hereditary_disease	other	hereditary_disease
MONDO:0030013	immunodeficiency 66	hereditary_disease	other	immune_system_disorder|hereditary_disease
MONDO:0030014	muscular dystrophy, limb-girdle, autosomal recessive 26	hereditary_disease	other	nervous_system_disorder|hereditary_disease|musculoskeletal_system_disorder
MONDO:0030015	bone marrow failure syndrome 6	hereditary_disease	other	immune_system_disorder|hematologic_disorder|hereditary_disease|musculoskeletal_system_disorder
MONDO:0030017	combined oxidative phosphorylation deficiency 43	hereditary_disease|metabolic_disease|disorder_of_development_or_morphogenesis	metabolic_disease	mitochondrial_disease|hereditary_disease|disorder_of_development_or_morphogenesis|metabolic_disease
MONDO:0030018	autoinflammation with episodic fever and lymphadenopathy	hereditary_disease	other	hereditary_disease
MONDO:0030019	anauxetic dysplasia 3	hereditary_disease|disorder_of_development_or_morphogenesis	other	hereditary_disease|disorder_of_development_or_morphogenesis|musculoskeletal_system_disorder
MONDO:0030020	combined oxidative phosphorylation deficiency 44	hereditary_disease|metabolic_disease|disorder_of_development_or_morphogenesis	metabolic_disease	mitochondrial_disease|hereditary_disease|disorder_of_development_or_morphogenesis|metabolic_disease
MONDO:0030024	neurodevelopmental disorder with or without autistic features and/or structural brain abnormalities	hereditary_disease	other	hereditary_disease|nervous_system_disorder
MONDO:0030025	neurodevelopmental disorder with hypotonia, microcephaly, and seizures	hereditary_disease	other	hereditary_disease|nervous_system_disorder
MONDO:0030026	retinal dystrophy with leukodystrophy	hereditary_disease	other	hereditary_disease
MONDO:0030027	tremor, hereditary essential, 6	hereditary_disease	other	hereditary_disease|nervous_system_disorder
MONDO:0030028	neurodegeneration, childhood-onset, with ataxia, tremor, optic atrophy, and cognitive decline	hereditary_disease	other	hereditary_disease
MONDO:0030029	skeletal dysplasia, mild, with joint laxity and advanced bone age	hereditary_disease	other	hereditary_disease
MONDO:0030030	Nizon-Isidor syndrome	hereditary_disease	other	hereditary_disease
MONDO:0030031	lissencephaly 10	disorder_of_development_or_morphogenesis|hereditary_disease	other	disorder_of_development_or_morphogenesis|nervous_system_disorder|hereditary_disease
MONDO:0030033	seizures, early-onset, with neurodegeneration and brain calcifications	hereditary_disease	other	hereditary_disease
MONDO:0030034	epilepsy, progressive myoclonic, 11	hereditary_disease	other	nervous_system_disorder|hereditary_disease
MONDO:0030035	leukoencephalopathy, developmental delay, and episodic neurologic regression syndrome	hereditary_disease	other	hereditary_disease
MONDO:0030036	leukoencephalopathy, motor delay, spasticity, and dysarthria syndrome	hereditary_disease	other	hereditary_disease
MONDO:0030037	neurodevelopmental disorder with hypotonia and cerebellar atrophy, with or without seizures	metabolic_disease|hereditary_disease	metabolic_disease	metabolic_disease|nervous_system_disorder|hereditary_disease
MONDO:0030038	glaucoma, primary closed-angle	hereditary_disease	other	hereditary_disease
MONDO:0030042	proteinuria, chronic benign	hereditary_disease	other	hereditary_disease
MONDO:0030043	congenital disorder of glycosylation, type iit	metabolic_disease|hereditary_disease	metabolic_disease	metabolic_disease|hereditary_disease
MONDO:0030044	pseudo-TORCH syndrome 3	hereditary_disease	other	hereditary_disease
MONDO:0030045	Liberfarb syndrome	syndromic_disease|hereditary_disease	other	hereditary_disease|syndromic_disease
MONDO:0030046	neurodevelopmental disorder and structural brain anomalies with or without seizures and spasticity	hereditary_disease	other	hereditary_disease|nervous_system_disorder
MONDO:0030047	microcephaly, developmental delay, and brittle hair syndrome	hereditary_disease	other	hereditary_disease
MONDO:0030048	harderoporphyria	metabolic_disease|hereditary_disease	metabolic_disease	metabolic_disease|integumentary_system_disorder|hereditary_disease
MONDO:0030049	46,xx sex reversal 5	hereditary_disease	other	hereditary_disease
MONDO:0030051	intellectual developmental disorder with autistic features and language delay, with or without seizures	hereditary_disease	other	hereditary_disease
MONDO:0030054	developmental and epileptic encephalopathy, 86	hereditary_disease	other	hereditary_disease|nervous_system_disorder
MONDO:0030055	neuronopathy, distal hereditary motor, autosomal recessive 8	hereditary_disease	neurodegenerative_disease	hereditary_disease|nervous_system_disorder
MONDO:0030056	Fanconi renotubular syndrome 5	syndromic_disease|hereditary_disease	other	hereditary_disease|syndromic_disease|urinary_system_disorder
MONDO:0030057	neurodevelopmental, jaw, eye, and digital syndrome	hereditary_disease	other	hereditary_disease
MONDO:0030058	hearing loss, autosomal dominant 77	hereditary_disease	psychiatric_disorder	psychiatric_disorder|auditory_system_disorder|hereditary_disease|nervous_system_disorder
MONDO:0030059	developmental and epileptic encephalopathy, 87	hereditary_disease	other	hereditary_disease|nervous_system_disorder
MONDO:0030060	neurodevelopmental disorder with language impairment and behavioral abnormalities	hereditary_disease	other	nervous_system_disorder|hereditary_disease
MONDO:0030061	periventricular nodular heterotopia 9	syndromic_disease|hereditary_disease	other	hereditary_disease|nervous_system_disorder|syndromic_disease
