category_class	label	definition	synonyms	subsets	crossreferences
MONDO:0100039	CDKL5 disorder	A monogenic disease that has material basis in mutation in the CDKL5 gene.	inherited genetic disease caused by mutation in CDKL5; CDKL5 disorder; CDKL5 Deficiency Disorder; CDKL5 inherited genetic disease	mondo:clingen; mondo:otar; mondo:nord_rare; mondo:gard_rare; mondo:rare	NORD:904
MONDO:0700244	CACNA2D4-related retinopathy	Any retinopathy caused by variants in the CACNA2D4 gene.	CACNA2D4-related retinopathy	mondo:rare; mondo:gard_rare	
MONDO:0700243	CACNA1F-related retinopathy	Any retinopathy caused by a variant in the CACNA1F gene.	CACNA1F-related retinopathy	mondo:rare; mondo:gard_rare	
MONDO:0100254	CACNA1A-related complex neurodevelopmental disorder	A progressive complex neurodevelopmental condition caused by variants in the CACNA1A gene. Phenotypic onset (usually) occurs around age 1 and most often includes intellectual disability but can also include epileptic encephalopathy, benign paroxysmal torticollis of infancy and paroxysmal tonic upgaze psychomotor delay, learning difficulties, absence epilepsy, episodic ataxia, and hemiplegic migraines.		mondo:rare; mondo:inferred_rare	
MONDO:0013343	C1Q deficiency	C1q deficiency is a rare disorder associated with recurrent skin lesions, chronic infections, systemic lupus erythematosus (SLE) or SLE-like diseases. It has also been associated with a kidney disease known as mesangial proliferative glomerulonephritis. C1q is a complex and together with other proteins, C1r and C1s, it forms the C1 complex. This complex is important for the activation of the complement system (a group of proteins that work with the immune system). It also disposes cells that are dead. C1q deficiency presents in 2 different forms, absent C1q protein or abnormal C1q protein. Symptoms include infections (ear infections (otitis media), meningitis, urinary tract infections, oral infections); skin lesions (small blisters (vesicles), dark patches, and atrophic areas) that get worse upon light exposure; cataracts; loss of eyelashes, eyebrows, and scalp hair; blood in urine; and glomerulonephritis. About 93% of cases are associated with systemic lupus erythematosus. It can be caused by mutations in the C1QA, C1QB or C1QC genes and is inherited in an autosomal recessive pattern. Treatment depends on the symptoms. Recently, it was shown that C1q production can be restored by allogeneic hematopoietic stem cell transplantation, a procedure in which a person receives blood-forming stem cells (cells from which all blood cells develop) from a genetically similar, but not identical donor.	C1QD; C1Q deficiency; C1q deficiency	mondo:clingen; mondo:gard_rare; mondo:otar; mondo:rare	NANDO:2200777; GARD:12958; NCIT:C119990; MEDGEN:462252; OMIMPS:613652; UMLS:C3150902
MONDO:0027026	Buschke Lowenstein tumor	A verrucous carcinoma of the skin or mucosa that occurs in the anogenital region.	Buschke Lowenstein tumor	mondo:rare; mondo:nord_rare; mondo:gard_rare	SCTID:402910001; GARD:9663; NCIT:C6371; MEDGEN:473018; MESH:D062688; UMLS:C0276264
MONDO:0021641	Bunyaviridae infectious disease	Virus diseases caused by the bunyaviridae.	Bunyaviridae infectious disease; Bunyaviridae caused disease or disorder; Bunyaviridae disease or disorder; disease due to Bunyaviridae	mondo:otar	MESH:D002044; SCTID:105632002; EFO:0007188
MONDO:0031200	Bryant-Li-Bhoj neurodevelopmental syndrome				OMIMPS:619720
MONDO:0024235	Brenner tumor	A usually benign tumor composed of solid and cystic nests of epithelial cells resembling transitional epithelium; it is surrounded by an abundant stromal component that is dense and fibroblastic in nature.	Brenner tumor		MEDGEN:1645498; UMLS:C4551593; NCIT:C39954; MESH:D001948; ICDO:9000/0; ONCOTREE:BTOV
MONDO:0031646	Braddock-Carey syndrome				OMIMPS:619980
MONDO:0006681	Borrelia infectious disease	Infections with bacteria of the genus borrelia.	Borrelia caused disease or disorder; Borrelia disease or disorder	mondo:otar	MedDRA:10061591; EFO:1000842; UMLS:C0006035; MEDGEN:2325; MESH:D001899
MONDO:0800444	Birt-Hogg-Dube syndrome		BHD		OMIMPS:135150; MEDGEN:91070; UMLS:C0346010
MONDO:0006706	Bifidobacteriales infectious disease	Infections with BACTERIA of the order Bifidobacteriales. This includes infections in the genera BIFIDOBACTERIUM and GARDNERELLA, in the family Bifidobacteriaceae.	Bifidobacteriales caused disease or disorder; Bifidobacteriales disease or disorder		MEDGEN:209748; MESH:D039941; UMLS:C1136339
MONDO:0006924	Bartonellaceae infectious disease	Infections with bacteria of the family bartonellaceae.	Bartonellaceae caused disease or disorder; Bartonellaceae disease or disorder		MEDGEN:2171; UMLS:C0004773; MESH:D001476
MONDO:0021114	Bartholin gland neoplasm	A benign or malignant neoplasm that affects the Bartholin gland. Representative examples include adenoma, adenomyoma, adenocarcinoma, and squamous cell carcinoma.	neoplasm of the Bartholin's gland; major vestibular gland tumor; neoplasm of major vestibular gland; tumor of major vestibular gland; major vestibular gland neoplasm; tumour of the Bartholin's gland; tumour of Bartholin's gland; Bartholin's gland tumor; Bartholin's gland tumour; tumor of Bartholin's gland; major vestibular gland tumour; Bartholin's gland neoplasm; major vestibular gland neoplasm (disease); neoplasm of Bartholin's gland; Bartholin gland neoplasm; tumour of major vestibular gland; tumor of the Bartholin's gland		NCIT:C6434; MEDGEN:65074; UMLS:C0220616
MONDO:0002193	Bartholin gland benign neoplasm	A benign neoplasm that affects the Bartholin gland. Representative examples include adenoma, adenomyoma, adenocarcinoma, and squamous cell carcinoma.	major vestibular gland benign neoplasm		MEDGEN:83868; SCTID:189130001; DOID:2068; NCIT:C6434; UMLS:C0347500
MONDO:0003853	Bartholin gland adenocarcinoma	A carcinoma that arises from glandular epithelial cells of the major vestibular gland.	major vestibular gland adenocarcinoma; adenocarcinoma of the Bartholin's gland; Bartholin gland adenocarcinoma	mondo:gard_rare; mondo:rare	DOID:6316; UMLS:C0238016; MEDGEN:116035; NCIT:C7719
MONDO:0006705	Bacteroidaceae infectious disease	Infections with bacteria of the family BACTEROIDACEAE.	Bacteroidaceae caused disease or disorder; Bacteroidaceae disease or disorder		MESH:D016866; UMLS:C0085392; MEDGEN:39037
MONDO:0006923	Bacillaceae infectious disease	Infections with bacteria of the family bacillaceae.	Bacillaceae caused disease or disorder; Bacillaceae disease or disorder		MEDGEN:39271; UMLS:C0085389; MESH:D016863
MONDO:0700269	BRCA2-related cancer predisposition	Hereditary cancer predisposition due to variation(s) in the BRCA2 gene. Germline pathogenic or likely pathogenic variants in the BRCA2 gene confer an autosomal dominant predisposition to hereditary breast and ovarian cancer. Tumor formation at other sites, including pancreatic and prostate cancer, have been described.		mondo:rare; mondo:gard_rare	
MONDO:0700268	BRCA1-related cancer predisposition	Hereditary cancer predisposition due to variation(s) in the BRCA1 gene. Germline pathogenic or likely pathogenic variants in the BRCA1 gene confer an autosomal dominant predisposition to hereditary breast and ovarian cancer. Tumor formation at other sites, including pancreatic cancer have been described.		mondo:rare; mondo:gard_rare	
MONDO:0700240	BEST1-related vitreoretinochoroidopathy	Any vitreoretinochoroidopathy caused by a heterozygous variant in the BEST1 gene.	BEST1-related vitreoretinochoroidopathy; ADVRIC	mondo:rare; mondo:gard_rare	
MONDO:0700239	BEST1-related recessive retinopathy	Any retinopathy caused by bi-allelic variants in the BEST1 gene.	BEST1-related recessive retinopathy	mondo:rare; mondo:gard_rare	
MONDO:0700238	BEST1-related dominant retinopathy	Any retinopathy caused by a heterozygous variant in the BEST1 gene.	BEST1-related dominant retinopathy	mondo:rare; mondo:gard_rare	
MONDO:0700236	BBS9-related ciliopathy	Any ciliopathy caused by variants in the BBS9 gene.	BBS9-related ciliopathy	mondo:rare; mondo:gard_rare	
MONDO:0700237	BBS10-related ciliopathy	Any ciliopathy caused by variants in the BBS10 gene.	BBS10-related ciliopathy	mondo:rare; mondo:gard_rare	
MONDO:0700120	BAFopathy	Disorder caused by mutations in the various subunits composing the BAF complex.		mondo:otar	
MONDO:0015759	B-cell non-Hodgkin lymphoma	The most common type of non-Hodgkin lymphoma. It includes the most frequently seen morphologic variants which are: diffuse large B-cell lymphoma, follicular lymphoma, small lymphocytic lymphoma and marginal zone B-cell lymphoma. -- 2003	B-cell NHL; B-cell non-Hodgkin's lymphoma; B-cell non-Hodgkin lymphoma; lymphomas non-Hodgkin's B-cell; non-Hodgkin's lymphoma B-cell; non-Hodgkin's B-cell lymphoma; B-cell lymphoma; B-cell non Hodgkin's lymphoma	mondo:nord_rare; mondo:gard_rare; mondo:ordo_group_of_disorders; mondo:disease_grouping; mondo:rare; mondo:otar	GARD:20132; NCIT:C3457; EFO:1001938; NANDO:2200020; Orphanet:171915
MONDO:0004095	B-cell neoplasm	A group of heterogeneous lymphoid tumors generally expressing one or more B-cell antigens or representing malignant transformations of B-lymphocytes.	B-cell neoplasm; B-cell lymphocytic neoplasm	mondo:rare; mondo:nord_rare; mondo:gard_rare; mondo:otar	NCIT:C27907; MEDGEN:86953; GARD:5877; MESH:D016393; UMLS:C0079731; DOID:707
MONDO:0003658	B-cell lymphoma, unclassifiable, with features intermediate between diffuse large b-cell lymphoma and classical Hodgkin lymphoma	A group of lymphomas displaying molecular, morphologic, immunophenotypic, and clinical overlap between classical Hodgkin lymphoma and diffuse large B-cell lymphoma. This term particularly applies to mediastinal lymphomas with overlapping features of mediastinal (thymic) large B-cell lymphoma and classical Hodgkin lymphoma.	Hodgkin-like anaplastic large cell lymphoma; Grey zone lymphoma; large B-cell lymphoma with Hodgkin features; B-cell lymphoma, unclassifiable, with features Intermediate between diffuse large B-cell lymphoma and Classic Hodgkin lymphoma; B-cell lymphoma, unclassifiable, with features Intermediate between diffuse large B-cell lymphoma and classical Hodgkin lymphoma; Gray zone lymphoma	mondo:nord_rare; mondo:gard_rare; mondo:rare	DOID:5822; MEDGEN:234323; NCIT:C37869; UMLS:C1333878; GARD:10897; ICDO:9596/3
MONDO:0004947	B-cell acute lymphoblastic leukemia	A neoplasm of lymphoblasts committed to the B-cell lineage, typically composed of small to medium-sized blast cells. When the neoplasm involves predominantly the bone marrow and the peripheral blood, it is called B acute lymphoblastic leukemia. When it involves nodal or extranodal sites, it is called B lymphoblastic lymphoma. (WHO, 2001)	precursor B lymphoblastic leukemia/lymphoma; B lymphoblastic leukemia/lymphoma; precursor B-lymphoblastic lymphoma/leukemia	mondo:rare; mondo:otar; mondo:gard_rare	NCIT:C8936; DOID:7061; EFO:0000094; MEDGEN:226949; DOID:0080630; UMLS:C1292769; SCTID:277571004
MONDO:0859393	Atelis syndrome				OMIMPS:620184
MONDO:0005656	Ascaridida infectious disease	Infections with nematodes of the order ascaridida.	Ascaridida caused disease or disorder; Ascaridida disease or disorder		MESH:D017191
MONDO:0005650	Arenaviridae infectious disease	Virus diseases caused by the arenaviridae.	disease due to arenavirus; arenavirus infectious disease; Arenaviridae caused disease or disorder; Arenaviridae disease or disorder	mondo:otar	SCTID:3303004; ICD9:078.89; EFO:0007150; DOID:3944; MESH:D001117
MONDO:0006922	Anaplasmataceae infectious disease	Infections with bacteria of the family anaplasmataceae.	Anaplasmataceae disease or disorder; Anaplasmataceae caused disease or disorder	mondo:rare; mondo:gard_rare; mondo:nord_rare	SCTID:422167001; MESH:D000711
MONDO:0004975	Alzheimer disease	A progressive, neurodegenerative disease characterized by loss of function and death of nerve cells in several areas of the brain leading to loss of cognitive function such as memory and language.	Alzheimer dementia; presenile and senile dementia; Alzheimer's disease; Alzheimers dementia; Alzheimer disease; Alzheimer's dementia; Alzheimers disease; AD	mondo:otar	MESH:D000544; ICD10CM:G30; ICD9:290.1; MEDGEN:1853; NCIT:C2866; SCTID:142811000119104; ICD9:331.0; Orphanet:238616; NIFSTD:birnlex_2092; UMLS:C0002395; HP:0002511; DOID:10652
MONDO:0005643	Alphavirus infectious disease	Virus diseases caused by members of the alphavirus genus of the family togaviridae.	Alphavirus caused disease or disorder; Alphavirus disease or disorder	mondo:otar	UMLS:C0206752; EFO:0007142; MESH:D018354; MEDGEN:64650
MONDO:0005117	Aeromonas hydrophila infectious disease	Aeromonas hydrophila infection is a bacterial disease caused by infection from the Aeromonas hydrophila bacteria.	Aeromonas hydrophila caused disease or disorder; Aeromonas hydrophila disease or disorder	mondo:otar	EFO:0000776
MONDO:0006921	Actinomycetales infectious disease	Infections with bacteria of the order actinomycetales.	actinomycetales disease or disorder; infection, actinomycetales; infection, actinomycete; actinomycotic infectious disease; actinomycetales caused disease or disorder; infections, actinomycete; actinomycotic infection; infections, actinomycetales; actinomycete infection; actinomycetales infection; actinomycete infections; actinomycetales infections	mondo:otar	ICD9:039.8; NCIT:C84534; MESH:D000193; SCTID:721751007; MEDGEN:1732; SCTID:11817007; EFO:1001122; ICD9:039.9; UMLS:C0001255
MONDO:0021747	Acanthamoeba infectious disease	An infectious disease involving the Acanthamoeba.	Acanthamoeba infection; infection by Acanthamoeba	mondo:otar	SCTID:49649001
MONDO:0700002	ATP1A3-associated neurological disorder	Any neurological disorder in which the cause of the disease is a mutation in the ATP1A3.	ATP1A3 neurological disorder; ATP1A3 related neurological disorder; neurological disorder caused by mutation in ATP1A3	mondo:otar; mondo:clingen	
MONDO:0100447	ATF6-related retinopathy	A retinopathy caused by biallelic variants in the AFT6 gene.	ATF6-related retinopathy; ATF6 retinopathy	mondo:rare; mondo:gard_rare; mondo:clingen	
MONDO:0100524	ASAH1-related sphingolipidosis	A spectrum of disorders that includes Farber disease and spinal muscular atrophy with progressive myoclonic epilepsy. Both disorders are caused by mutations in the ASAH1 gene that encodes the lysosomal hydrolase that breaks down the bioactive lipid, ceramide.		mondo:rare; mondo:gard_rare	
MONDO:0800460	ASAH1-related disorders	The spectrum of ASAH1-related disorders ranges from Farber disease (FD) to spinal muscular atrophy with progressive myoclonic epilepsy (SMA-PME). The diagnosis of an ASAH1-related disorder is established in a proband with suggestive clinical findings by identification of biallelic pathogenic variants in ASAH1 and/or decreased activity of the enzyme acid ceramidase in peripheral blood leukocytes or cultured skin fibroblasts.	ASAH1-related disorders	mondo:rare; mondo:gard_rare	
